  1.498361423220903e+01,  2.477567850091600e-01,  3.649130721181941e-01, -5.224321499083993e-02,  6.491307211819414e-02
  1.498595505617906e+01,  2.471565357895547e-01,  3.663381258014273e-01, -5.284346421044527e-02,  6.633812580142734e-02
  1.498829588014910e+01,  2.465669737932128e-01,  3.677569327727310e-01, -5.343302620678721e-02,  6.775693277273102e-02
  1.499063670411914e+01,  2.459880351609159e-01,  3.691689699894808e-01, -5.401196483908408e-02,  6.916896998948080e-02
  1.499297752808918e+01,  2.454196557701814e-01,  3.705737119001318e-01, -5.458034422981862e-02,  7.057371190013186e-02
  1.499531835205921e+01,  2.448617709131107e-01,  3.719706298826359e-01, -5.513822908688928e-02,  7.197062988263583e-02
  1.499765917602925e+01,  2.443143156955498e-01,  3.733591935721892e-01, -5.568568430445021e-02,  7.335919357218922e-02
  1.499999999999929e+01,  2.437772249159257e-01,  3.747388704687229e-01, -5.622277508407424e-02,  7.473887046872293e-02
  1.500234082396933e+01,  2.432504321968338e-01,  3.761091263655615e-01, -5.674956780316618e-02,  7.610912636556154e-02
  1.500468164793936e+01,  2.427338735153023e-01,  3.774694276264133e-01, -5.726612648469766e-02,  7.746942762641335e-02
  1.500702247190940e+01,  2.422274830517721e-01,  3.788192391454496e-01, -5.777251694822786e-02,  7.881923914544964e-02
  1.500936329587944e+01,  2.417311960180331e-01,  3.801580263208368e-01, -5.826880398196690e-02,  8.015802632083679e-02
  1.501170411984947e+01,  2.412449469169691e-01,  3.814852546171270e-01, -5.875505308303090e-02,  8.148525461712697e-02
  1.501404494381951e+01,  2.407686704723363e-01,  3.828003901266399e-01, -5.923132952766366e-02,  8.280039012663987e-02
  1.501638576778955e+01,  2.403023028902256e-01,  3.841029016562024e-01, -5.969769710977434e-02,  8.410290165620245e-02
  1.501872659175959e+01,  2.398457801952090e-01,  3.853922589359627e-01, -6.015421980479103e-02,  8.539225893596272e-02
  1.502106741572962e+01,  2.393990375269684e-01,  3.866679335395264e-01, -6.060096247303157e-02,  8.666793353952643e-02
  1.502340823969966e+01,  2.389620132916669e-01,  3.879294013356576e-01, -6.103798670833308e-02,  8.792940133565764e-02
  1.502574906366970e+01,  2.385346444127417e-01,  3.891761402515203e-01, -6.146535558725826e-02,  8.917614025152026e-02
  1.502808988763974e+01,  2.381168695480751e-01,  3.904076323639546e-01, -6.188313045192487e-02,  9.040763236395463e-02
  1.503043071160977e+01,  2.377086270256407e-01,  3.916233633590471e-01, -6.229137297435929e-02,  9.162336335904715e-02
  1.503277153557981e+01,  2.373098561140904e-01,  3.928228231441250e-01, -6.269014388590960e-02,  9.282282314412500e-02
  1.503511235954985e+01,  2.369204976801711e-01,  3.940055078075735e-01, -6.307950231982892e-02,  9.400550780757352e-02
  1.503745318351988e+01,  2.365404932322920e-01,  3.951709178834972e-01, -6.345950676770802e-02,  9.517091788349726e-02
  1.503979400748992e+01,  2.361697835692789e-01,  3.963185591292864e-01, -6.383021643072108e-02,  9.631855912928637e-02
  1.504213483145996e+01,  2.358083132995835e-01,  3.974479449918689e-01, -6.419168670041653e-02,  9.744794499186892e-02
  1.504447565543000e+01,  2.354560258719368e-01,  3.985585942577691e-01, -6.454397412806322e-02,  9.855859425776912e-02
  1.504681647940003e+01,  2.351128662006982e-01,  3.996500323386880e-01, -6.488713379930175e-02,  9.965003233868798e-02
  1.504915730337007e+01,  2.347787806592521e-01,  4.007217931748900e-01, -6.522121934074794e-02,  1.007217931748900e-01
  1.505149812734011e+01,  2.344537168951931e-01,  4.017734173904207e-01, -6.554628310480692e-02,  1.017734173904207e-01
  1.505383895131015e+01,  2.341376217783105e-01,  4.028044529379516e-01, -6.586237822168950e-02,  1.028044529379516e-01
  1.505617977528018e+01,  2.338304457479220e-01,  4.038144568128321e-01, -6.616955425207799e-02,  1.038144568128321e-01
  1.505852059925022e+01,  2.335321394029362e-01,  4.048029953417435e-01, -6.646786059706380e-02,  1.048029953417435e-01
  1.506086142322026e+01,  2.332426552228127e-01,  4.057696426973356e-01, -6.675734477718727e-02,  1.057696426973356e-01
  1.506320224719030e+01,  2.329619455251906e-01,  4.067139823971784e-01, -6.703805447480939e-02,  1.067139823971784e-01
